Word,Character Count,value
smidgen,7,71
smile,5,58
smiled,6,62
smiles,6,77
smiley,6,83
smiling,7,83
smirk,5,70
smirking,8,100
smite,5,66
smith,5,69
smithereens,11,135
smithers,8,111
smitten,7,100
smock,5,61
smog,4,54
smoke,5,63
smoked,6,67
smoker,6,81
smokers,7,100
smokes,6,82
smokey,6,88
smoking,7,88
smoky,5,83
smoldering,10,116
smooch,6,73
smooching,9,103
smoochy,7,98
smooth,6,90
smoother,8,113
smoothest,9,134
smoothie,8,104
smoothly,8,127
smorgasbord,11,131
smother,7,98
smothered,9,107
smothering,10,128
smudge,6,69
smudged,7,73
smug,4,60
smuggle,7,84
smuggled,8,88
smuggler,8,102
smugglers,9,121
smuggling,9,109
smugness,8,117
snack,5,48
snacking,8,78
snacks,6,67
snag,4,41
snagged,7,57
snagging,8,78
snags,5,60
snails,6,74
snake,5,50
snakebite,9,86
snakes,6,69
snakeskin,9,103
snap,4,50
snapped,7,75
snapper,7,89
snapping,8,96
snappy,6,91
snaps,5,69
snapshot,8,112
snapshots,9,131
snarky,6,88
snarl,5,64
snarling,8,94
snatch,6,65
snatched,8,74
snatcher,8,88
snatchers,9,107
snatches,8,89
snatching,9,95
snazzy,6,111
sneak,5,50
sneaked,7,59
sneaker,7,73
sneakers,8,92
sneaking,8,80
sneaks,6,69
sneaky,6,75
sneer,5,61
sneeze,6,74
sneezed,7,78
sneezing,8,99
snicker,7,79
snickering,10,109
snickers,8,98
snide,5,51
sniff,5,54
sniffed,7,63
sniffing,8,84
sniffles,8,90
sniffling,9,96
snifter,7,91
snip,4,58
snipe,5,63
sniper,6,81
snipers,7,100
sniping,7,88
snit,4,62
snitch,6,73
snitches,8,97
snivelling,10,123
snob,4,50
snobby,6,77
snook,5,74
snoop,5,79
snooping,8,109
snoopy,6,104
snooty,6,108
snooze,6,94
snore,5,71
snores,6,90
snoring,7,96
snorkel,7,94
snorkeling,10,124
snort,5,86
snorted,7,95
snorting,8,116
snot,4,68
snotty,6,113
snout,5,89
snow,4,71
snowball,8,98
snowballed,10,107
snowballing,11,128
snowballs,9,117
snowbank,8,99
snowboard,9,111
snowed,6,80
snowflake,9,106
snowflakes,10,125
snowing,7,101
snowman,7,99
snowmen,7,103
snowmobile,10,127
snowmobiles,11,146
snowstorm,9,156
snowy,5,96
snub,4,56
snubbed,7,67
snuck,5,68
snuff,5,66
snug,4,61
snuggle,7,85
snuggled,8,89
snuggles,8,104
snuggling,9,110
so,2,34
soak,4,46
soaked,6,55
soaking,7,76
soap,4,51
soapbox,7,92
soaps,5,70
soapy,5,76
soar,4,53
soared,6,62
soaring,7,83
soars,5,72
sob,3,36
sobbing,7,68
sober,5,59
sobered,7,68
sobering,8,89
soberly,7,96
sobriety,8,113
sobs,4,55
soccer,6,63
sociable,8,66
social,6,59
socialism,9,100
socialite,9,93
socialize,9,99
socialized,10,103
socializing,11,124
socially,8,96
society,7,96
sociology,9,120
sociopath,9,106
sociopathic,11,118
sock,4,48
socked,6,57
socket,6,73
sockets,7,92
socks,5,67
sod,3,38
soda,4,39
sodas,5,58
sodding,7,72
sodium,6,81
sodomy,6,91
sofa,4,41
sofas,5,60
soft,4,60
softball,8,87
soften,6,79
softener,8,102
softening,9,109
softer,6,83
softest,7,104
softly,6,97
softness,8,117
software,8,107
softy,5,85
soggy,5,73
soil,4,55
soiled,6,64
soiree,6,71
sol,3,46
solace,6,55
solar,5,65
solarium,8,108
sold,4,50
soldier,7,82
soldiers,8,101
sole,4,51
solely,6,88
solemn,6,78
solenoid,8,93
soles,5,70
solicit,7,87
solicitation,12,146
solicited,9,96
soliciting,10,117
solicitor,9,120
solid,5,59
solidify,8,99
solitaire,9,108
solitary,8,119
solitude,8,105
solo,4,61
solution,8,125
solutions,9,144
solve,5,73
solved,6,77
solvent,7,107
solves,6,92
solving,7,98
somber,6,72
some,4,52
somebody,8,98
someday,7,82
somehow,7,98
someone,7,86
someplace,9,89
somerset,8,114
something,9,110
sometime,8,99
sometimes,9,118
someway,7,101
somewhat,8,104
somewhere,9,111
somewheres,10,130
son,3,48
sonar,5,67
sonata,6,70
song,4,55
songs,5,74
songwriter,10,148
sonics,6,79
sonnet,6,87
sonnets,7,106
sonny,5,87
sonogram,8,102
sons,4,67
sook,4,60
soon,4,63
sooner,6,86
soonest,7,107
soot,4,69
soothe,6,82
soothes,7,101
soothing,8,107
soothsayer,10,145
sop,3,50
sophisticated,13,148
sophistication,14,177
sophomore,9,124
soprano,7,98
sopranos,8,117
sorbet,6,79
sorcerers,9,120
sorcery,7,103
sordid,6,69
sore,4,57
sorel,5,69
sores,5,76
sororities,10,147
sorority,8,139
sorrel,6,87
sorrow,6,108
sorrows,7,127
sorry,5,95
sort,4,72
sorted,6,81
sorting,7,102
sorts,5,91
sos,3,53
sot,3,54
souffle,7,84
sought,6,90
soul,4,67
soulful,7,106
soulless,8,122
souls,5,86
sound,5,73
sounded,7,82
sounding,8,103
soundly,7,110
soundproof,10,143
sounds,6,92
soundstage,10,125
soup,4,71
soups,5,90
soupy,5,96
sour,4,73
source,6,81
sources,7,100
sourpuss,8,148
sous,4,74
souse,5,79
south,5,83
southbound,10,139
southeast,9,128
southern,8,120
southwest,9,150
souvenir,8,123
souvenirs,9,142
souvlaki,8,110
sovereign,9,114
sovereignty,11,159
soviet,6,90
soviets,7,109
sow,3,57
sowing,6,87
sown,4,71
sox,3,58
soy,3,59
soybean,7,81
spa,3,36
space,5,44
spacecraft,10,92
spaced,6,48
spaces,6,63
spaceship,9,96
spacey,6,69
spacing,7,69
spackle,7,67
spade,5,45
spades,6,64
spaghetti,9,105
span,4,50
spandex,7,83
spaniel,7,76
spank,5,61
spanked,7,70
spanking,8,91
spans,5,69
spar,4,54
spare,5,59
spared,6,63
spareribs,9,107
sparing,7,84
spark,5,65
sparked,7,74
sparkle,7,82
sparklers,9,119
sparkles,8,101
sparkling,9,107
sparkly,7,102
sparks,6,84
sparky,6,90
sparring,8,102
sparrow,7,110
spartan,7,89
spas,4,55
spasm,5,68
spasms,6,87
spastic,7,87
spat,4,56
spate,5,61
spatial,7,78
spatula,7,90
spawn,5,73
spawned,7,82
spaz,4,62
speak,5,52
speakeasy,9,102
speaker,7,75
speakerphone,12,133
speakers,8,94
speaking,8,82
speaks,6,71
spear,5,59
spears,6,78
special,7,65
specialise,10,98
specialist,10,113
specialists,11,132
specialize,10,105
specialized,11,109
specializes,11,124
specializing,12,130
specially,9,102
specials,8,84
specialties,11,118
specialty,9,110
species,7,76
specific,8,70
specifically,12,120
specifications,14,148
specifics,9,89
specified,9,76
specify,7,83
specimen,8,84
specimens,9,103
speck,5,54
specs,5,62
spectacle,9,84
spectacles,10,103
spectacular,11,119
spectacularly,13,156
spectator,9,117
spectators,10,136
specter,7,86
spectra,7,82
spectral,8,94
spectre,7,86
spectrum,8,115
speculate,9,102
speculating,11,127
speculation,11,135
speculations,12,154
speculative,11,133
speech,6,56
speeches,8,80
speechless,10,111
speed,5,49
speedboat,9,87
speedily,8,95
speeding,8,79
speedo,6,64
speedometer,11,125
speedos,7,83
speeds,6,68
speedway,8,98
speedy,6,74
spell,5,64
spelled,7,73
speller,7,87
spelling,8,94
spells,6,83
spelt,5,72
spence,6,62
spencer,7,80
spencers,8,99
spend,5,58
spender,7,81
spending,8,88
spends,6,77
spent,5,74
sperm,5,71
spew,4,63
spewing,7,93
sphere,6,71
sphinx,6,90
spic,4,47
spice,5,52
spices,6,71
spicy,5,72
spider,6,71
spiders,7,90
spied,5,53
spiel,5,61
spies,5,68
spike,5,60
spiked,6,64
spikes,6,79
spikey,6,85
spiking,7,85
spiky,5,80
spill,5,68
spilled,7,77
spilling,8,98
spills,6,87
spin,4,58
spinach,7,70
spinal,6,71
spindly,7,99
spine,5,63
spineless,9,118
spinner,7,95
spinning,8,102
spins,5,77
spinster,8,120
spiny,5,83
spiral,6,75
spiraling,9,105
spirals,7,94
spirit,6,91
spirited,8,100
spirits,7,110
spiritual,9,125
spirituality,12,179
spit,4,64
spite,5,69
spiteful,8,108
spitfire,8,102
spits,5,83
spitting,8,114
spitz,5,90
splash,6,75
splashing,9,105
splashy,7,100
splat,5,68
splatter,8,111
spleen,6,71
splendid,8,83
splendidly,10,120
splendor,8,103
spliced,7,68
splicing,8,89
splint,6,90
splinter,8,113
splinters,9,132
split,5,76
splits,6,95
splitting,9,126
splurge,7,98
spoil,5,71
spoiled,7,80
spoiler,7,94
spoiling,8,101
spoils,6,90
spoilsport,10,159
spoke,5,66
spoken,6,80
spokes,6,85
spokesman,9,113
spokesperson,12,172
sponge,6,76
sponges,7,95
sponsor,7,116
sponsored,9,125
sponsoring,10,146
sponsors,8,135
sponsorship,11,168
spontaneity,11,158
spontaneous,11,159
spontaneously,13,196
spook,5,76
spooked,7,85
spooking,8,106
spooks,6,95
spooky,6,101
spool,5,77
spoon,5,79
spoonful,8,118
spooning,8,109
spoons,6,98
spores,6,92
sport,5,88
sporting,8,118
sports,6,107
sportsmanship,13,187
sportswear,10,154
sporty,6,113
spot,4,70
spotless,8,125
spotlight,9,126
spotlights,10,145
spots,5,89
spotted,7,99
spotter,7,113
spotters,8,132
spotting,8,120
spotty,6,115
spouse,6,95
spouting,8,121
sprain,6,77
sprained,8,86
sprang,6,75
sprawled,8,98
spray,5,79
sprayed,7,88
spraying,8,109
sprays,6,98
spread,6,63
spreading,9,93
spreads,7,82
spreadsheet,11,120
spreadsheets,12,139
spree,5,63
sprightly,9,134
spring,6,83
springer,8,106
springing,9,113
springs,7,102
springtime,10,130
sprinkle,8,104
sprinkled,9,108
sprinkler,9,122
sprinklers,10,141
sprinkles,9,123
sprint,6,96
sprints,7,115
sprite,6,87
spritzer,8,131
sprouted,8,118
sprouting,9,139
sprouts,7,128
spruce,6,82
sprung,6,95
spry,4,78
spud,4,60
spun,4,70
spunk,5,81
spunky,6,106
spur,4,74
spurred,7,101
spurs,5,93
spurt,5,94
sputnik,7,110
spy,3,60
spying,6,90
squabble,8,79
squad,5,62
squadron,8,109
squads,6,81
squall,6,82
squalor,7,103
squander,8,99
squandered,10,108
square,6,81
squared,7,85
squarely,8,118
squares,7,100
squaring,8,106
squash,6,85
squashed,8,94
squashing,9,115
squat,5,78
squatter,8,121
squatters,9,140
squatting,9,128
squaw,5,81
squawk,6,92
squawking,9,122
squeak,6,74
squeaking,9,104
squeaks,7,93
squeaky,7,99
squeal,6,75
squealed,8,84
squeegee,8,84
squeeze,7,98
squeezed,8,102
squeezes,8,117
squeezing,9,123
squid,5,70
squiggle,8,97
squiggly,8,117
squinting,9,130
squire,6,89
squirm,6,97
squirrel,8,119
squirrels,9,138
squirt,6,104
squirts,7,123
squish,6,93
squished,8,102
squishing,9,123
sri,3,46
stab,4,42
stabbed,7,53
stabbing,8,74
stability,9,117
stabilize,9,103
stabilized,10,107
stabilizing,11,128
stable,6,59
stables,7,78
stack,5,54
stacked,7,63
stacks,6,73
stadium,7,87
staff,5,52
staffed,7,61
staffer,7,75
staffers,8,94
stag,4,47
stage,5,52
staged,6,56
stages,6,71
stagger,7,77
staggered,9,86
staggering,10,107
staggeringly,12,144
staging,7,77
stagnant,8,96
stain,5,63
stained,7,72
stainless,9,118
stains,6,82
stair,5,67
staircase,9,95
stairs,6,86
stairway,8,116
stairwell,9,119
stake,5,56
staked,6,60
stakeout,8,112
stakeouts,9,131
stakes,6,75
staking,7,81
stale,5,57
stalemate,9,96
stalk,5,63
stalked,7,72
stalker,7,86
stalkers,8,105
stalking,8,93
stalks,6,82
stall,5,64
stalled,7,73
stalling,8,94
stallion,8,102
stamina,7,77
stammering,10,119
stamp,5,69
stamped,7,78
stampede,8,83
stamper,7,92
stamps,6,88
stance,6,62
stand,5,58
standard,8,81
standardized,12,125
standards,9,100
standby,7,85
standing,8,88
standish,8,94
standoff,8,85
standpoint,10,132
stands,6,77
standstill,10,130
standup,7,95
stang,5,61
stanza,6,81
staple,6,73
stapled,7,77
stapler,7,91
star,4,58
starboard,9,98
stardom,7,90
stardust,8,122
stare,5,63
stared,6,67
stares,6,82
staring,7,88
stark,5,69
starlet,7,95
starlets,8,114
starling,8,100
starred,7,85
starring,8,106
starry,6,101
stars,5,77
starship,8,110
start,5,78
started,7,87
starter,7,101
starters,8,120
starting,8,108
startle,7,95
startled,8,99
startling,9,120
starts,6,97
startup,7,115
starvation,10,139
starve,6,85
starved,7,89
starving,8,110
stash,5,67
stashed,7,76
stasis,6,87
stat,4,60
state,5,65
stated,6,69
statehood,9,107
stately,7,102
statement,9,117
statements,10,136
stateroom,9,126
states,6,84
stateside,9,102
statesmen,9,116
statewide,9,106
static,6,72
stating,7,90
station,7,98
stationary,10,142
stationed,9,107
stationery,10,146
stations,8,117
statistic,9,120
statistical,11,133
statistically,13,170
statistics,10,139
stats,5,79
statuary,8,125
statue,6,86
statues,7,105
stature,7,104
status,6,100
statute,7,106
statutes,8,125
staunch,7,86
stave,5,67
stay,4,65
stayed,6,74
staying,7,95
stays,5,84
stead,5,49
steadfast,9,95
steadily,8,95
steady,6,74
steak,5,56
steaks,6,75
steal,5,57
stealer,7,80
stealing,8,87
steals,6,76
stealth,7,85
stealthy,8,110
steam,5,58
steamed,7,67
steamer,7,81
steaming,8,88
steamroll,9,115
steamroller,11,138
steamy,6,83
steed,5,53
steel,5,61
steely,6,86
steep,5,65
steer,5,67
steerage,8,80
steered,7,76
steering,8,97
stein,5,67
stella,6,69
stellar,7,87
stem,4,57
stemmed,7,79
stems,5,76
stench,6,69
steno,5,73
stenographer,12,146
step,4,60
stepfather,10,118
stepmother,10,139
steppe,6,81
stepped,7,85
stepping,8,106
steps,5,79
stepson,7,108
stereo,6,82
stereotype,10,148
stereotypes,11,167
sterile,7,88
sterilize,9,123
sterilized,10,127
sterling,8,104
stern,5,76
sterner,7,99
steroid,7,90
steroids,8,109
stethoscope,11,145
stew,4,67
stewardess,10,133
stewardesses,12,157
stewards,8,109
stewed,6,76
stick,5,62
sticker,7,85
stickers,8,104
sticking,8,92
stickler,8,97
sticks,6,81
stickup,7,99
sticky,6,87
stiff,5,60
stiffer,7,83
stifle,6,71
stifler,7,89
stifling,8,96
stigma,6,69
stigmata,8,90
stiles,6,84
stiletto,8,120
stilettos,9,139
still,5,72
stillness,9,129
stills,6,91
stilts,6,99
stimulated,10,124
stimulating,11,145
stimulation,11,153
stimuli,7,103
stimulus,8,134
sting,5,69
stinger,7,92
stinging,8,99
stingray,8,113
stings,6,88
stingy,6,94
stink,5,73
stinking,8,103
stinks,6,92
stinky,6,98
stint,5,82
stipulate,9,123
stipulated,10,127
stipulates,10,142
stipulation,11,156
stir,4,66
stirred,7,93
stirring,8,114
stirs,5,85
stitch,6,79
stitched,8,88
stitches,8,103
stitching,9,109
stock,5,68
stockbroker,11,137
stockbrokers,12,156
stocked,7,77
stockholder,11,130
stockholders,12,149
stocking,8,98
stockings,9,117
stockpile,9,110
stocks,6,87
stocky,6,93
stodgy,6,90
stoic,5,66
stoke,5,70
stoked,6,74
stokes,6,89
stole,5,71
stolen,6,85
stomach,7,79
stomachache,11,96
stomachs,8,98
stomp,5,83
stomped,7,92
stomper,7,106
stomping,8,113
stone,5,73
stoned,6,77
stoner,6,91
stones,6,92
stonewalled,11,130
stoney,6,98
stony,5,93
stood,5,73
stooge,6,81
stool,5,81
stoolie,7,95
stools,6,100
stoop,5,85
stooped,7,94
stooping,8,115
stop,4,70
stopped,7,95
stopping,8,116
stops,5,89
stopwatch,9,125
storage,7,85
store,5,77
stored,6,81
storeroom,9,138
stores,6,96
stories,7,105
storing,7,102
stork,5,83
storm,5,85
stormed,7,94
storming,8,115
storms,6,104
stormy,6,110
story,5,97
storybook,9,140
stove,5,81
stow,4,77
stowaway,8,127
stowaways,9,146
stowed,6,86
straddle,8,83
straddling,10,108
straight,8,102
straightaway,12,152
straighten,10,121
straightened,12,130
straightening,13,151
straightforward,15,187
straights,9,121
strain,6,81
strained,8,90
straining,9,111
strains,7,100
strait,6,87
straitjacket,12,137
straits,7,106
strand,6,76
stranded,8,85
strange,7,84
strangely,9,121
strangeness,11,141
stranger,8,102
strangers,9,121
strangest,9,123
strangle,8,96
strangled,9,100
stranglehold,12,135
strangler,9,114
strangling,10,121
strangulation,13,171
strap,5,74
strapless,9,129
strapped,8,99
strapping,9,120
straps,6,93
strategic,9,102
strategically,13,152
strategies,10,123
strategist,10,138
strategize,10,130
strategizing,12,155
strategy,8,115
straw,5,81
strawberries,12,157
strawberry,10,149
straws,6,100
stray,5,83
streak,6,74
streaks,7,93
stream,6,76
streaming,9,106
streamlined,11,120
streams,7,95
street,6,87
streetcar,9,109
streetlights,12,162
streets,7,106
streetwalker,12,157
strength,8,111
strengthen,10,130
strengths,9,130
strenuous,9,152
strenuously,11,189
strep,5,78
stress,6,100
stressed,8,109
stresses,8,124
stressful,9,139
stressing,9,130
stretch,7,93
stretched,9,102
stretcher,9,116
stretches,9,117
stretching,10,123
strewn,6,99
stricken,8,99
strict,6,89
strictly,8,126
stride,6,75
strides,7,94
strife,6,77
strike,6,82
strikes,7,101
striking,8,107
strikingly,10,144
string,6,87
stringing,9,117
strings,7,106
strip,5,82
stripe,6,87
striped,7,91
stripes,7,106
striping,8,112
stripped,8,107
stripper,8,121
strippers,9,140
stripping,9,128
strips,6,101
striptease,10,132
strive,6,93
striving,8,118
strobe,6,79
stroke,6,88
strokes,7,107
stroll,6,96
stroller,8,119
strolling,9,126
strolls,7,115
strong,6,93
strongbox,9,134
stronger,8,116
strongest,9,137
stronghold,10,132
strongly,8,130
struck,6,92
structural,10,153
structure,9,145
structured,10,149
struggle,8,109
struggled,9,113
struggles,9,128
struggling,10,134
strummer,8,127
strumpet,8,132
strung,6,99
strut,5,98
struts,6,117
strutting,9,148
strychnine,10,135
stub,4,62
stubbed,7,73
stubble,7,81
stubborn,8,111
stubs,5,81
stuck,5,74
stud,4,64
studded,7,77
student,7,103
students,8,122
studied,7,82
studies,7,97
studio,6,88
studios,7,107
studious,8,128
studly,6,101
studs,5,83
study,5,89
studying,8,119
stuff,5,72
stuffed,7,81
stuffing,8,102
stuffs,6,91
stuffy,6,97
stumble,7,92
stumbled,8,96
stumbles,8,111
stumbling,9,117
stump,5,89
stumped,7,98
stumper,7,112
stumps,6,108
stun,4,74
stung,5,81
stunk,5,85
stunned,7,97
stunning,8,118
stunningly,10,155
stunt,5,94
stunted,7,103
stuntman,8,122
stunts,6,113
stupendous,10,154
stupid,6,89
stupider,8,112
stupidest,9,133
stupidity,9,143
stupidly,8,126
stupor,6,109
sturdy,6,107
sturgeon,8,119
stutter,7,123
stuttering,10,153
sty,3,64
style,5,81
styled,6,85
styles,6,100
stylings,8,125
stylish,7,112
stylist,7,124
stymied,7,95
suave,5,68
sub,3,42
subatomic,9,103
subbasement,11,121
subbing,7,74
subcommittee,12,145
subconscious,12,160
subconsciously,14,197
subdued,7,76
subdural,8,98
subject,7,80
subjected,9,89
subjecting,10,110
subjective,10,116
subjects,8,99
subjugation,11,139
sublet,6,79
subletting,10,129
sublevel,8,98
sublimating,11,127
sublime,7,81
submarine,9,102
submarines,10,121
submersible,11,125
submissive,10,138
submit,6,84
submitted,9,113
submitting,10,134
subordinate,11,128
subpoena,8,93
subpoenaed,10,102
subpoenas,9,112
subscription,12,165
subscriptions,13,184
subsequently,12,180
subservient,11,154
subsided,8,83
subsidiary,10,127
subsidies,9,107
subsidize,9,114
subsidy,7,99
substance,9,104
substances,10,123
substantial,11,138
substantially,13,175
substantiate,12,151
substantive,11,152
substation,10,140
substitute,10,156
substituting,12,181
subterfuge,10,124
subterranean,12,138
subtext,7,111
subtitle,8,108
subtitled,9,112
subtitles,9,127
subtle,6,79
subtlety,8,124
subtly,6,99
suburb,6,83
suburban,8,98
suburbia,8,93
suburbs,7,102
subversive,10,142
subvert,7,107
subway,6,91
subways,7,110
subzero,7,106
succeed,7,60
succeeded,9,69
succeeds,8,79
success,7,89
successes,9,113
successful,10,128
successfully,12,165
succession,10,127
succinct,8,92
succotash,9,109
succubus,8,109
succulent,9,118
succumb,7,82
succumbed,9,91
such,4,51
suck,4,54
sucked,6,63
sucker,6,77
suckered,8,86
suckers,7,96
sucking,7,84
sucks,5,73
suction,7,101
sudden,6,67
suddenly,8,104
suds,4,63
sue,3,45
sued,4,49
suede,5,54
sues,4,64
suffer,6,75
suffered,8,84
suffering,9,105
suffers,7,94
suffice,7,69
sufficient,10,112
sufficiently,12,149
suffocate,9,96
suffocated,10,100
suffocating,11,121
suffocation,11,129
sugar,5,66
sugarcoat,9,105
sugarplum,9,128
sugars,6,85
sugary,6,91
suggest,7,98
suggested,9,107
suggesting,10,128
suggestion,10,136
suggestions,11,155
suggestive,10,134
suggests,8,117
suicidal,8,78
suicide,7,70
suicides,8,89
suing,5,70
suit,4,69
suitable,8,89
suitcase,8,97
suitcases,9,116
suite,5,74
suited,6,78
suites,6,93
suitor,6,102
suitors,7,121
suits,5,88
sulfur,6,97
sulk,4,63
sulking,7,93
sullen,6,83
sultan,6,87
sultry,6,115
sum,3,53
summarily,9,131
summarize,9,125
summary,7,110
summation,9,125
summed,6,75
summer,6,89
summers,7,108
summertime,10,136
summit,6,95
summon,6,95
summoned,8,104
summoning,9,125
summons,7,114
sumo,4,68
sump,4,69
sumptuous,9,165
sums,4,72
sun,3,54
sunbathing,10,115
sunblock,8,97
sunburn,7,109
sundae,6,64
sundaes,7,83
sundown,7,110
sundress,8,119
sunflower,9,133
sunflowers,10,152
sung,4,61
sunglasses,10,136
sunk,4,65
sunken,6,84
sunless,7,109
sunlight,8,110
sunning,7,98
sunny,5,93
sunrise,7,105
sunroom,7,115
sunscreen,9,118
sunset,6,98
sunsets,7,117
sunshine,8,109
sunspots,8,143
sunstroke,9,142
suntan,6,89
sup,3,56
super,5,79
superb,6,81
supercollider,13,157
superego,8,106
superficial,11,119
superfluous,11,173
superhero,9,125
superheroes,11,149
superintendent,14,184
superior,8,121
superiors,9,140
superman,8,107
supermarket,11,147
supermarkets,12,166
supermodel,10,128
supernatural,12,166
supernova,9,131
superpower,10,156
superpowers,11,175
superstar,9,137
superstars,10,156
superstition,12,185
superstitious,13,211
supervise,9,134
supervised,10,138
supervising,11,159
supervision,11,167
supervisor,10,162
superwoman,10,145
supper,6,95
suppertime,10,142
supple,6,89
supplement,10,141
supplements,11,160
supplied,8,102
supplier,8,116
supplies,8,117
supply,6,109
support,7,125
supported,9,134
supporter,9,148
supporting,10,155
supportive,10,161
supports,8,144
suppose,7,111
supposed,8,115
supposedly,10,152
supposition,11,173
suppress,8,133
suppressed,10,142
suppression,11,171
supremacy,9,121
supreme,7,97
supremely,9,134
sure,4,63
surely,6,100
surf,4,64
surface,7,73
surfaced,8,77
surfaces,8,92
surfboard,9,104
surfed,6,73
surfer,6,87
surfers,7,106
surfing,7,94
surge,5,70
surgeon,7,99
surgeons,8,118
surgeries,9,121
surgery,7,113
surgical,8,90
surgically,10,127
surging,7,95
surly,5,95
surname,7,91
surpass,7,113
surpassed,9,122
surplus,7,126
surprise,8,125
surprised,9,129
surprises,9,144
surprising,10,150
surprisingly,12,187
surreal,7,94
surrender,9,122
surrendered,11,131
surrendering,12,152
surrogate,9,124
surround,8,130
surrounded,10,139
surrounding,11,160
surroundings,12,179
surrounds,9,149
surveillance,12,141
survey,6,110
survival,8,124
survive,7,116
survived,8,120
survives,8,135
surviving,9,141
survivor,8,144
survivors,9,163
susceptible,11,131
sushi,5,76
suspect,7,103
suspected,9,112
suspects,8,122
suspend,7,98
suspended,9,107
suspenders,10,140
suspending,10,128
suspense,8,118
suspension,10,151
suspicion,9,125
suspicions,10,144
suspicious,10,151
suss,4,78
sustain,7,103
sustained,9,112
sustaining,10,133
sustenance,10,121
sutra,5,79
sutures,7,123
swab,4,45
swabs,5,64
swaddling,9,93
swallow,7,105
swallowed,9,114
swallowing,10,135
swallows,8,124
swam,4,56
swami,5,65
swamp,5,72
swamped,7,81
swamps,6,91
swan,4,57
swank,5,68
swanky,6,93
swans,5,76
swap,4,59
swapped,7,84
swapping,8,105
swarm,5,74
swarming,8,104
swastika,8,103
swat,4,63
swatch,6,74
swatches,8,98
swatting,8,113
sway,4,68
swayed,6,77
swaying,7,98
swear,5,66
swearing,8,96
swears,6,85
sweat,5,68
sweater,7,91
sweaters,8,110
sweating,8,98
sweatpants,10,138
sweats,6,87
sweatshirt,10,142
sweatshirts,11,161
sweatshop,9,126
sweatshops,10,145
sweaty,6,93
swede,5,56
swedes,6,75
sweep,5,68
sweeper,7,91
sweeping,8,98
sweeps,6,87
sweepstakes,11,143
sweet,5,72
sweetbreads,11,121
sweeter,7,95
sweetest,8,116
sweetheart,10,124
sweethearts,11,143
sweetie,7,86
sweetly,7,109
sweetness,9,129
sweets,6,91
swell,5,71
swelled,7,80
swelling,8,101
swells,6,90
sweltering,10,132
swept,5,83
swerve,6,92
swerving,8,117
swift,5,77
swig,4,58
swill,5,75
swilling,8,105
swim,4,64
swimmer,7,100
swimmers,8,119
swimming,8,107
swimmingly,10,144
swims,5,83
swimsuit,8,133
swimsuits,9,152
swindled,8,90
swine,5,70
swing,5,72
swingers,8,114
swinging,8,102
swings,6,91
swipe,5,72
swiped,6,76
swiping,7,97
swirl,5,81
swirling,8,111
swirly,6,106
swiss,5,89
switch,6,82
switchblade,11,106
switched,8,91
switcheroo,10,135
switches,8,106
switching,9,112
switchman,9,110
swivel,6,90
swizzle,7,120
swollen,7,100
swooning,8,116
swoop,5,88
swooped,7,97
swooping,8,118
swoops,6,107
sword,5,79
swordfish,9,121
swords,6,98
swore,5,80
sworn,5,89
swung,5,84
sycamore,8,99
sycophant,9,121
sykes,5,79
syllable,8,88
syllabus,8,111
symbiote,8,108
symbiotic,9,115
symbol,6,86
symbolic,8,98
symbolically,12,148
symbolism,9,127
symbolize,9,126
symbolizes,10,145
symbols,7,105
symmetrical,11,138
sympathetic,11,139
sympathies,10,135
sympathize,10,142
sympathy,8,127
symphony,8,135
symptom,7,121
symptomatic,11,154
symptoms,8,140
synagogue,9,114
synapses,8,118
synaptic,8,107
sync,4,61
synch,5,69
synchronicity,13,182
synchronize,11,156
synchronized,12,160
syndicate,9,100
syndicated,10,104
syndrome,8,113
syne,4,63
synergy,7,113
synonymous,10,180
synthesis,9,138
synthesize,10,150
synthetic,9,123
syphilis,8,117
syphon,6,97
syringe,7,97
syrup,5,99
system,6,101
systematic,10,134
systematically,14,184
systemic,8,113
systems,7,120
systolic,8,122
ta,2,21
tab,3,23
tabby,5,50
table,5,40
tableau,7,62
tablecloth,10,98
tablecloths,11,117
tables,6,59
tablespoon,10,119
tablet,6,60
tabloid,7,63
tabloids,8,82
tabs,4,42
tach,4,32
tachycardia,11,93
tacit,5,53
tack,4,35
tacked,6,44
tackle,6,52
tackled,7,56
tackles,7,71
tackling,8,77
tacks,5,54
tacky,5,60
taco,4,39
tacos,5,58
tact,4,44
tactful,7,83
tactic,6,56
tactical,8,69
tactics,7,75
tactile,7,70
tad,3,25
tadpole,7,73
tae,3,26
taffeta,7,59
taffy,5,58
tag,3,28
tagged,6,44
tagging,7,65
tags,4,47
tail,4,42
tailed,6,51
tailing,7,72
tailor,6,75
tailored,8,84
tailors,7,94
tails,5,61
tailspin,8,100
taint,5,64
tainted,7,73
taj,3,31
take,4,37
takedown,8,93
taken,5,51
takeoff,7,64
takeout,7,93
takeover,8,97
taker,5,55
takers,6,74
takes,5,56
takin,5,55
taking,6,62
talcum,6,70
tale,4,38
talent,6,72
talented,8,81
talentless,10,127
talents,7,91
tales,5,57
talisman,8,89
talk,4,44
talkative,9,101
talked,6,53
talker,6,67
talkie,6,58
talking,7,74
talks,5,63
talky,5,69
tall,4,45
taller,6,68
tallest,7,89
tallied,7,63
tally,5,70
talons,6,81
tamales,7,71
tambourine,10,118
